1,1,1,16
4,1,1,16
7,1,1,16
10,1,1,16
13,1,1,16
16,1,1,16
19,1,1,16
22,1,1,16
25,1,1,16
28,1,1,16
31,1,1,16
34,1,1,16
37,1,1,16
40,1,1,16
43,1,1,16
46,1,1,16
49,1,1,76
53,1,1,87
56,1,1,52
60,1,1,73
63,1,1,27
66,1,1,27
69,1,1,52
72,1,1,76
76,1,1,88
79,1,1,88
82,1,1,88
85,1,1,88
88,1,1,27
91,1,1,27
94,1,1,89
99,1,1,15
104,1,1,15
190,2,2,71
194,2,2,73
197,2,2,62
201,2,2,83
206,2,2,77
209,2,2,66
212,2,2,90
216,2,2,66
220,2,2,80
225,2,2,66
229,2,2,81
232,2,2,62
235,2,2,68
239,2,2,80
243,2,2,66
247,2,2,81
251,3,2,25
252,3,2,25
253,2,2,75
256,2,2,88
257,2,2,51
260,2,2,88
263,2,2,87
266,2,2,87
269,2,2,87
272,2,2,87
275,2,2,118
276,2,2,117
277,2,2,51
280,2,2,49
283,2,2,127
290,2,2,119
297,2,2,100
300,2,2,88
303,2,2,98
306,2,2,42
313,2,2,14
316,2,2,25
319,2,2,51
326,2,2,49
331,2,2,42
338,2,2,14
343,2,2,15
346,2,2,15
349,2,2,15
352,2,2,15
355,2,2,15
358,2,2,15
361,2,2,15
364,2,2,15
367,2,2,15
370,2,2,15
373,2,2,15
376,2,2,15
379,2,2,15
382,2,2,15
385,2,2,15
388,2,2,15
534,3,3,95
535,3,3,95
536,3,3,95
537,3,3,96
538,3,3,95
539,3,3,95
540,3,3,96
541,3,3,95
542,3,3,96
543,3,3,96
544,3,3,94
545,3,3,94
546,3,3,95
547,3,3,95
548,3,3,95
549,3,3,96
550,5,3,57
551,5,3,61
552,5,3,55
553,5,3,49
554,5,3,39
555,5,3,49
556,3,3,102
559,3,3,106
562,3,3,102
565,3,3,106
568,3,3,98
571,3,3,102
574,2,4,89
577,3,3,99
580,3,3,98
583,3,3,102
586,2,4,88
589,3,3,91
592,2,6,71
595,3,3,80
598,3,3,84
601,5,3,48
602,5,3,46
603,4,2,98
608,5,3,85
612,5,3,85
616,3,3,82
619,3,3,82
622,3,3,79
625,3,3,79
628,3,3,70
631,3,3,152
634,3,3,72
637,3,3,80
640,3,3,61
643,2,6,47
646,3,3,61
649,3,3,85
652,3,3,67
655,2,6,68
658,3,3,98
661,3,3,86
664,3,3,98
667,3,3,86
670,3,3,98
673,3,3,86
676,3,3,98
679,3,3,86
682,3,5,22
685,3,5,22
688,3,3,134
691,3,3,106
694,3,3,106
697,3,3,113
700,3,3,112
703,3,3,102
706,3,3,102
709,3,3,124
712,3,3,166
715,3,3,91
718,3,3,76
721,3,3,76
724,2,6,84
727,3,3,83
730,3,3,84
733,3,3,88
736,3,3,65
739,3,3,65
742,3,3,65
745,3,3,65
748,3,3,89
751,3,3,89
886,6,4,43
887,6,4,41
888,4,4,81
889,4,4,81
890,4,4,78
891,4,4,78
892,4,4,155
893,7,3,46
894,4,4,84
895,4,4,71
896,7,3,67
897,2,5,155
898,2,5,147
899,5,2,83
903,5,2,83
907,5,2,87
910,5,2,87
913,4,4,85
914,4,4,97
915,4,4,85
916,4,4,97
917,4,4,85
918,4,4,97
919,4,4,85
920,4,4,97
921,9,3,94
922,9,3,93
923,7,3,93
926,3,7,255
935,4,4,129
938,4,4,133
939,4,4,101
942,4,4,105
943,4,4,101
946,4,4,105
947,4,4,108
950,4,4,112
951,4,4,107
954,4,4,111
955,4,4,97
958,4,4,101
959,3,5,88
962,3,5,157
965,4,4,97
968,4,4,101
969,4,4,119
972,4,4,123
973,3,5,162
976,4,4,165
977,3,5,87
980,4,4,90
981,3,7,70
984,4,4,73
985,3,7,152
988,4,4,75
989,4,4,75
990,4,4,71
991,7,3,83
992,4,4,87
993,4,4,79
994,4,4,79
997,4,4,83
998,4,4,83
1001,4,4,87
1002,4,4,64
1003,4,4,64
1004,4,4,60
1005,4,4,64
1006,4,4,64
1007,4,4,60
1008,4,4,88
1009,4,4,88
1010,4,4,133
1013,4,4,105
1016,4,4,105
1019,4,4,112
1022,4,4,111
1025,4,4,101
1028,4,4,98
1031,4,4,167
1034,4,4,101
1037,4,4,123
1040,4,4,165
1043,4,4,90
1046,4,4,83
1049,4,4,87
1054,8,4,77
1055,8,4,77
1063,8,4,74
1064,8,4,74
1067,11,3,64
1068,7,4,63
1119,8,4,71
1120,8,4,71
1121,7,4,79
1122,11,3,80
1128,8,4,60
1129,8,4,60
1130,8,4,60
1131,8,4,60
1132,8,4,84
1133,8,4,84
1148,5,5,100
1149,5,5,128
1150,9,9,72
1151,5,5,100
1152,5,5,107
1153,5,5,96
1154,5,5,106
1155,6,4,161
1156,5,5,118
1157,6,4,86
1158,9,9,69
1159,8,4,151
1160,12,4,147
1161,5,5,82
1162,8,8,59
1163,3,6,259
1164,6,3,94
1167,3,6,259
1168,6,3,94
1171,7,8,90
1188,7,8,89
1205,5,5,133
1206,9,5,128
1207,5,5,105
1208,9,5,100
1209,5,5,105
1210,9,5,100
1211,5,5,112
1212,9,5,107
1213,5,5,111
1214,9,5,106
1215,5,5,101
1216,9,5,96
1217,5,5,101
1218,6,4,92
1219,5,5,170
1220,5,5,101
1221,9,5,96
1222,5,5,96
1223,5,5,123
1224,9,5,118
1225,5,5,165
1226,9,5,160
1227,6,4,161
1228,5,5,90
1229,9,5,85
1230,8,4,69
1231,12,4,65
1232,9,9,66
1235,8,8,75
1238,5,5,83
1239,9,5,78
1240,5,5,78
1241,5,5,87
1242,9,5,82
1243,9,9,55
1246,9,9,55
1249,9,9,79
1252,6,3,98
1255,6,3,86
1258,6,3,98
1261,6,3,86
1264,10,10,71
1267,8,4,147
1309,9,4,129
1310,9,4,101
1311,9,4,101
1312,9,4,108
1313,9,4,107
1314,9,4,97
1315,9,4,97
1316,9,4,119
1317,9,4,161
1318,9,4,86
1319,10,10,68
1322,8,4,65
1327,9,4,79
1328,9,4,83
1334,9,9,58
1344,9,9,142
1345,14,5,74
1346,10,10,79
1348,4,7,85
1349,4,7,97
1350,4,7,85
1351,4,7,97
1352,10,10,123
1355,10,10,95
1358,10,10,95
1361,10,10,102
1364,10,10,101
1367,10,10,91
1370,10,10,91
1373,10,10,113
1376,10,10,155
1379,10,10,80
1383,9,9,60
1386,10,10,66
1387,14,5,61
1388,9,9,75
1389,13,5,70
1390,10,10,73
1393,10,10,77
1396,10,10,55
1397,14,5,50
1398,10,10,55
1399,14,5,50
1409,11,11,67
1412,14,4,75
1413,10,10,59
1416,11,11,88
1419,11,11,70
1433,14,4,62
1434,13,4,71
1438,14,4,51
1439,14,4,51
1440,10,10,141
1443,16,6,89
1444,11,11,95
1445,16,6,117
1446,11,11,123
1447,16,6,89
1448,11,11,95
1451,16,6,96
1452,11,11,102
1453,16,6,85
1454,11,11,91
1455,16,6,95
1456,11,11,101
1457,16,6,107
1458,11,11,113
1459,15,7,75
1460,11,11,84
1461,10,10,74
1462,16,6,71
1463,11,11,77
1464,10,15,69
1468,11,11,91
1469,16,6,85
1470,11,11,159
1471,15,7,150
1472,10,15,56
1475,11,11,73
1476,16,6,67
1478,10,14,65
1481,10,15,45
1484,10,15,45
1487,16,5,90
1488,16,5,118
1489,16,5,90
1490,12,12,69
1491,12,12,87
1492,16,5,97
1493,16,5,86
1494,16,5,96
1495,16,5,108
1496,17,4,78
1498,16,5,72
1499,11,11,140
1500,16,5,86
1501,17,4,153
1504,16,5,68
1510,16,11,68
1513,12,17,83
1514,12,17,111
1517,12,17,83
1520,12,17,90
1521,12,17,79
1522,12,17,89
1526,12,17,101
1527,12,16,70
1528,16,11,55
1529,12,17,65
1530,15,11,67
1531,16,11,49
1532,16,11,49
1534,12,16,145
1537,12,17,79
1540,12,17,61
1546,18,13,82
1554,18,13,78
1557,18,13,100
1561,18,13,89
1567,27,11,33
1568,27,11,33
1569,12,17,67
1571,17,13,69
1576,18,13,64
1588,13,18,100
1591,17,13,144
1593,18,13,78
1594,29,13,49
1595,18,13,66
1596,23,28,21
1600,13,18,100
1603,13,18,82
1606,13,18,88
1609,13,18,157
1612,13,18,110
1615,13,18,185
1620,19,14,99
1623,19,14,109
1635,14,18,85
1636,28,11,51
1638,31,13,53
1639,14,19,63
1640,19,14,88
1643,19,14,168
1647,19,14,99
1651,19,14,81
1658,19,14,77
1661,19,14,99
1664,19,14,179
1671,32,8,17
1672,29,24,29
1675,19,14,99
1677,19,14,81
1678,24,6,82
1679,19,14,88
1680,24,6,151
1681,19,14,157
1682,19,14,109
1683,19,14,184
1685,25,29,37
1688,31,15,51
1697,14,19,99
1701,14,19,179
1706,31,3,22
1707,15,20,167
1708,29,20,84
1709,15,20,109
1710,29,20,66
1711,15,20,91
1712,19,5,83
1713,19,5,152
1714,20,15,98
1717,20,15,173
1720,28,19,63
1721,15,20,87
1723,29,32,37
1727,15,20,108
1728,15,20,87
1730,15,20,188
1731,20,15,108
1734,20,15,183
1740,41,17,25
1741,30,26,47
1742,12,32,13
1746,39,14,90
1747,39,14,72
1748,12,20,76
1751,12,20,145
1759,38,13,69
1761,20,15,98
1762,40,15,88
1763,20,15,178
1764,40,15,168
1768,16,21,172
1769,42,11,31
1772,43,11,26
1773,33,30,37
1774,35,30,69
1777,35,30,51
1783,16,21,118
1784,30,20,93
1785,16,21,97
1786,16,21,193
1787,30,20,168
1788,33,29,49
1791,30,20,83
1792,30,20,163
1795,25,7,140
1796,21,13,149
1798,29,42,13
1801,40,10,27
1802,35,3,86
1807,21,13,80
1808,25,7,71
1809,40,14,99
1810,40,14,174
1812,36,31,67
1815,36,31,147
1818,13,33,12
1821,43,13,38
1822,31,36,51
1823,43,13,56
1824,31,36,69
1825,19,4,143
1826,41,12,37
1827,30,34,49
1830,22,41,15
1837,19,4,74
1838,35,31,78
1841,35,31,153
1848,48,12,39
1849,48,12,57
1850,12,20,135
1852,45,11,38
1855,52,16,135
1856,32,37,146
1857,34,14,115
1858,45,3,86
1864,32,37,66
1865,52,16,55
1866,30,43,12
1869,36,4,97
1872,36,4,85
1875,12,20,66
1878,26,44,25
1879,26,44,43
1882,53,17,140
1883,32,36,152
1884,24,42,25
1885,52,20,131
1889,44,3,85
1895,32,36,77
1896,53,17,65
1897,52,20,51
1898,21,13,134
1902,23,42,14
1910,45,27,24
1911,52,21,136
1912,43,25,24
1913,37,53,114
1915,44,31,132
1919,9,5,80
1920,5,37,85
1921,9,5,92
1922,5,37,97
1923,21,13,74
1924,52,21,61
1927,46,4,97
1930,46,4,85
1933,37,53,34
1936,39,53,118
1937,14,22,158
1938,43,24,129
1941,41,4,81
1942,41,4,93
1944,27,45,120
1947,54,38,113
1950,45,4,96
1953,45,4,84
1958,27,45,42
1961,39,53,43
1965,6,31,20
1968,6,29,20
1975,9,5,80
1976,5,47,85
1977,9,5,92
1978,5,47,97
1979,10,10,75
1980,10,10,87
1985,54,38,161
1987,54,40,117
1999,46,28,119
2000,68,15,112
2002,39,55,113
2003,50,12,101
2004,12,5,80
2005,5,46,83
2006,12,5,92
2007,5,46,95
2008,51,4,81
2009,51,4,93
2012,11,11,74
2013,46,28,58
2014,59,22,28
2015,54,40,42
2016,72,15,31
2018,32,7,113
2019,30,7,112
2020,42,22,105
2021,41,55,125
2022,54,18,103
2023,66,11,102
2024,50,6,79
2025,50,6,91
2026,10,10,75
2027,10,10,87
2030,11,11,86
2033,11,11,86
2036,49,13,37
2037,54,18,28
2038,38,43,89
2039,72,13,108
2040,24,51,89
2041,12,13,73
2042,12,13,85
2047,11,11,74
2052,36,50,14
2055,34,55,12
2060,44,39,88
2061,32,55,89
2062,54,3,86
2067,14,13,72
2068,11,11,86
2071,11,11,86
2076,51,37,142
2077,56,35,136
2078,42,3,85
2081,58,3,86
2086,14,13,84
2089,13,14,84
2104,12,23,75
2119,12,23,74
2129,12,23,74
2143,12,23,75
2148,55,4,97
2151,55,4,85
2196,43,4,96
2199,43,4,84
2202,59,4,97
2205,59,4,85
2214,9,5,80
2215,5,56,85
2216,9,5,92
2217,5,56,97
2222,12,5,80
2223,5,44,83
2224,12,5,92
2225,5,44,95
2226,9,5,80
2227,5,60,85
2228,9,5,92
2229,5,60,97
2230,60,4,81
2231,60,4,93
2232,48,6,79
2233,48,6,91
2234,64,4,81
2235,64,4,93
2236,10,10,75
2237,10,10,87
2240,12,13,73
2241,12,13,85
2244,10,10,75
2245,10,10,87
2250,11,11,74
2253,14,13,72
2256,11,11,74
2257,11,11,87
2260,11,11,86
2263,14,13,84
2266,7,17,81
2269,11,11,87
2272,7,14,83
2279,75,6,10
2286,8,18,80
2297,8,18,80
2315,8,15,83
2326,8,15,82
2340,12,25,73
2353,12,26,72
2361,12,25,72
2375,12,26,72
2384,3,13,3
2385,4,20,245
2386,7,17,80
2426,4,18,247
2427,7,15,83
2537,90,8,86
2540,90,8,86
2543,90,8,86
2546,91,8,86
2549,91,8,86
2552,90,8,86
2555,91,8,86
2558,8,90,8
2561,8,90,8
2564,8,90,8
2567,8,91,8
2570,8,91,8
2573,8,90,8
2576,8,91,8
2594,90,8,86
2597,90,8,86
2600,91,8,86
2603,90,8,86
2606,91,8,86
2611,89,8,86
2614,89,8,86
2617,90,8,86
2620,90,8,86
2627,89,4,174
2628,88,4,174
2629,88,4,174
2630,88,4,174
2631,88,4,174
2632,89,4,174
2633,91,4,174
2634,91,4,174
2639,8,90,8
2642,8,90,8
2645,8,91,8
2648,8,90,8
2651,8,91,8
2655,8,89,8
2658,8,89,8
2661,8,90,8
2664,8,90,8
2669,94,4,4
2670,91,9,8
2671,94,4,4
2672,91,9,8
2673,94,4,4
2674,91,9,8
2675,95,4,4
2676,92,9,8
2682,95,4,4
2683,92,9,8
2688,94,4,4
2689,91,9,8
2690,95,4,4
2691,92,9,8
2710,89,33,145
2720,12,3,5
2721,12,3,5
2722,12,3,5
2723,12,3,5
2724,94,4,4
2725,91,9,8
2726,94,4,4
2727,91,9,8
2728,95,4,4
2729,92,9,8
2730,94,4,4
2731,91,9,8
2732,95,4,4
2733,92,9,8
2734,12,3,5
2735,93,4,4
2736,90,9,8
2737,93,4,4
2738,90,9,8
2739,94,4,4
2740,91,9,8
2741,94,4,4
2742,91,9,8
2743,12,3,5
2744,12,3,5
2745,65,91,29
2746,65,90,29
2747,91,65,104
2750,90,65,104
2753,8,13,0
2754,8,13,0
2755,8,13,0
2756,8,13,0
2757,12,3,5
2758,12,3,5
2759,12,3,5
2760,12,3,5
2761,12,3,5
2762,8,13,0
2763,12,3,5
2764,12,3,5
2765,12,3,5
2766,12,3,5
2767,8,13,0
2768,8,13,0
2773,3,94,26
2776,3,93,26
2779,8,13,0
2780,8,13,0
2781,8,13,0
2782,8,13,0
2783,8,13,0
2784,8,13,0
2785,8,13,0
2786,8,13,0
2787,8,13,0
2788,90,164,14
2789,131,91,38
2800,2,174,4
2807,102,4,18
2808,95,4,47
2809,101,4,18
2810,94,4,45
2811,14,6,0
2812,3,99,61
2815,2,95,65
2818,2,95,53
2821,2,95,34
2824,3,99,53
2827,36,7,15
2828,34,7,15
2829,2,95,85
2843,12,37,10
2846,12,35,10
2850,137,4,42
2851,131,3,40
2852,127,3,36
2853,110,3,19
2854,124,4,29
2857,100,4,60
2858,96,3,64
2859,96,3,52
2860,96,3,42
2861,100,4,52
2862,96,3,84
2863,134,3,65
2866,55,37,9
2867,59,35,8
2868,47,31,8
2869,37,14,8
2870,47,24,9
2871,42,7,5
2872,38,13,14
2873,40,7,5
2874,36,13,14
2875,57,38,30
2876,42,56,4
2877,39,60,4
2878,35,48,4
2879,18,38,4
2880,29,48,4
2881,19,4,8
2882,19,4,8
2883,42,58,26
2886,6,60,0
2887,6,64,0
2888,6,52,0
2889,6,42,0
2890,6,52,0
2891,12,20,0
2892,12,20,0
2895,69,11,15
2896,59,43,26
2897,53,10,16
2898,22,54,4
2899,6,58,0
2,1,1,72
3,1,1,16
5,1,1,74
6,1,1,16
8,1,1,63
9,1,1,16
11,1,1,84
12,1,1,16
14,1,1,78
15,1,1,16
17,1,1,67
18,1,1,16
20,1,1,91
21,1,1,16
23,1,1,67
24,1,1,16
26,1,1,81
27,1,1,16
29,1,1,67
30,1,1,16
32,1,1,82
33,1,1,16
35,1,1,63
36,1,1,16
38,1,1,69
39,1,1,16
41,1,1,81
42,1,1,16
44,1,1,67
45,1,1,16
47,1,1,82
48,1,1,16
50,1,1,76
51,1,1,159
52,1,1,91
54,1,1,89
55,1,1,87
57,1,1,52
58,1,1,151
59,1,1,91
61,1,1,73
