1,1,1,28
5,1,1,28
9,1,1,28
13,1,1,28
17,1,1,28
21,1,1,28
25,1,1,28
29,1,1,28
33,1,1,28
37,1,1,28
41,1,1,28
45,1,1,28
49,1,1,28
53,1,1,28
57,1,1,28
61,1,1,28
65,1,1,28
69,1,1,28
73,1,1,28
77,1,1,28
81,1,1,28
85,1,1,28
89,1,1,28
93,1,1,28
97,1,1,28
101,1,1,28
105,1,1,28
109,1,1,28
113,1,1,28
117,1,1,28
121,1,1,28
125,1,1,28
129,1,1,248
130,1,1,248
131,1,1,248
132,1,1,248
133,1,1,248
134,1,1,248
135,1,1,248
136,1,1,248
137,1,1,248
250,3,3,245
251,3,3,245
252,3,3,245
253,3,3,245
254,3,3,245
255,3,3,245
256,3,3,245
257,3,3,245
258,3,3,245
259,3,3,245
260,3,3,245
261,3,3,245
262,3,3,245
263,3,3,245
264,3,3,245
265,3,3,245
266,2,3,246
267,2,3,246
268,2,3,246
269,2,3,246
270,2,3,246
271,2,3,246
272,2,3,246
273,2,3,246
274,3,3,245
275,3,3,245
276,3,3,245
277,3,3,245
278,3,3,245
279,3,3,245
280,3,3,245
281,3,3,245
282,3,3,245
283,3,3,245
284,3,3,245
285,3,3,245
286,3,3,245
287,3,3,245
288,3,3,245
289,3,3,245
290,7,7,241
293,7,7,241
296,7,7,241
299,7,7,241
302,7,7,241
305,7,7,241
308,7,7,241
311,7,7,241
314,7,7,241
315,7,7,241
316,7,7,241
317,7,7,241
318,7,7,241
319,7,7,241
320,7,7,241
321,7,7,241
338,15,15,233
339,15,15,233
340,15,15,233
341,15,15,233
342,15,15,233
343,15,15,233
344,15,15,233
345,15,15,233
346,18,19,230
347,18,19,230
348,18,19,230
349,18,19,230
350,18,19,230
351,18,19,230
352,18,19,230
353,18,19,230
354,26,27,222
367,26,27,222
380,26,27,222
393,26,27,222
406,26,27,222
419,26,27,222
432,26,27,222
445,26,27,222
554,28,27,303
555,28,27,303
556,28,27,303
557,28,27,303
558,28,27,303
559,28,27,303
560,28,27,303
561,28,27,303
562,28,27,303
563,28,27,303
564,28,27,303
565,28,27,303
566,28,27,222
567,28,27,222
568,28,27,222
569,28,27,222
570,28,27,222
571,28,27,222
572,28,27,222
573,28,27,222
574,28,27,303
575,28,27,303
576,28,27,303
577,28,27,303
578,28,27,303
579,28,27,303
580,28,27,303
581,28,27,303
582,28,27,303
583,28,27,303
584,28,27,303
585,28,27,303
586,28,27,222
587,28,27,222
588,28,27,222
589,28,27,222
590,28,27,222
591,28,27,222
592,28,27,222
593,28,27,222
594,27,109,221
595,27,109,221
596,27,109,221
597,27,109,221
598,27,109,221
599,27,109,221
600,27,109,221
601,27,109,221
602,109,110,139
607,109,110,139
620,27,219,30
625,27,219,30
630,27,219,30
635,27,219,30
640,27,219,30
645,27,219,30
650,27,219,30
655,27,219,30
692,27,247,2
693,27,247,2
694,27,247,2
695,27,247,2
696,27,247,2
697,27,247,2
698,27,247,2
699,27,247,2
700,27,247,2
701,27,247,2
702,27,247,2
703,27,247,2
704,27,247,2
705,27,247,2
706,27,247,2
707,27,247,2
708,27,247,2
709,27,247,2
710,27,247,2
711,27,247,2
712,27,247,2
713,27,247,2
714,27,247,2
715,27,247,2
716,27,247,2
717,27,247,2
718,27,247,2
719,27,247,2
720,27,247,2
721,27,247,2
722,27,247,2
723,27,247,2
724,29,249,0
725,29,249,0
726,29,249,0
727,29,249,0
728,29,249,0
729,29,249,0
730,29,249,0
731,29,249,0
732,29,249,0
733,29,249,0
734,29,249,0
735,29,249,0
736,29,249,0
737,29,249,0
738,29,249,0
739,29,249,0
740,29,249,0
741,29,249,0
742,29,249,0
743,29,249,0
744,29,249,0
745,29,249,0
746,29,249,0
747,29,249,0
748,29,249,0
749,29,249,0
750,29,249,0
751,29,249,0
752,29,249,0
753,29,249,0
754,29,249,0
755,29,249,0
2,1,1,247
3,1,1,247
4,1,1,28
6,1,1,247
7,1,1,247
8,1,1,28
10,1,1,247
11,1,1,247
12,1,1,28
14,1,1,247
15,1,1,247
16,1,1,28
18,1,1,247
19,1,1,247
20,1,1,28
22,1,1,247
23,1,1,247
24,1,1,28
26,1,1,247
27,1,1,247
28,1,1,28
30,1,1,247
31,1,1,247
32,1,1,28
34,1,1,247
35,1,1,247
36,1,1,28
38,1,1,247
39,1,1,247
40,1,1,28
42,1,1,247
43,1,1,247
44,1,1,28
46,1,1,247
47,1,1,247
48,1,1,28
50,1,1,247
51,1,1,247
52,1,1,28
54,1,1,247
55,1,1,247
56,1,1,28
58,1,1,247
59,1,1,247
60,1,1,28
62,1,1,247
63,1,1,247
64,1,1,28
66,1,1,247
67,1,1,247
68,1,1,28
70,1,1,247
71,1,1,247
72,1,1,28
74,1,1,247
75,1,1,247
76,1,1,28
78,1,1,247
79,1,1,247
80,1,1,28
82,1,1,247
83,1,1,247
84,1,1,28
86,1,1,247
87,1,1,247
88,1,1,28
90,1,1,247
91,1,1,247
92,1,1,28
94,1,1,247
95,1,1,247
96,1,1,28
98,1,1,247
99,1,1,247
100,1,1,28
102,1,1,247
103,1,1,247
104,1,1,28
106,1,1,247
107,1,1,247
108,1,1,28
110,1,1,247
111,1,1,247
112,1,1,28
114,1,1,247
115,1,1,247
116,1,1,28
118,1,1,247
119,1,1,247
120,1,1,28
122,1,1,247
123,1,1,247
124,1,1,28
126,1,1,247
127,1,1,247
128,1,1,28
138,1,1,248
139,1,1,248
140,1,1,248
141,1,1,248
142,1,1,248
143,1,1,248
144,1,1,248
145,1,1,248
146,7,7,241
147,7,7,241
148,7,7,241
149,7,7,241
150,7,7,241
151,7,7,241
152,7,7,241
153,7,7,241
154,7,7,241
155,7,7,241
156,7,7,241
157,7,7,241
158,7,7,241
159,7,7,241
160,7,7,241
161,7,7,241
162,26,27,304
163,26,27,304
164,26,27,304
165,26,27,223
166,26,27,223
167,26,27,303
168,26,27,222
169,26,27,222
170,26,27,222
171,26,27,222
172,26,27,222
173,26,27,222
174,26,27,304
175,26,27,304
176,26,27,304
177,26,27,223
178,26,27,223
179,26,27,303
180,26,27,222
181,26,27,222
182,26,27,222
183,26,27,222
184,26,27,222
185,26,27,222
186,26,27,304
187,26,27,304
188,26,27,304
189,26,27,223
190,26,27,223
191,26,27,303
192,26,27,222
193,26,27,222
194,26,27,222
195,26,27,222
196,26,27,222
197,26,27,222
198,26,27,304
199,26,27,304
200,26,27,304
201,26,27,223
202,26,27,223
203,26,27,303
204,26,27,222
205,26,27,222
206,26,27,222
207,26,27,222
208,26,27,222
209,26,27,222
210,26,27,223
211,26,27,223
212,26,27,304
213,26,27,304
214,26,27,304
215,26,27,303
216,26,27,222
217,26,27,222
218,26,27,222
219,26,27,222
220,26,27,222
221,26,27,222
222,26,27,223
223,26,27,223
224,26,27,304
225,26,27,304
226,26,27,304
227,26,27,303
228,26,27,222
229,26,27,222
230,26,27,222
231,26,27,222
232,26,27,222
233,26,27,222
234,26,27,223
235,26,27,223
236,26,27,304
237,26,27,304
238,26,27,304
239,26,27,303
240,26,27,222
241,26,27,222
242,26,27,222
243,26,27,222
244,26,27,222
245,26,27,222
246,26,27,223
247,26,27,223
248,26,27,304
249,26,27,304
291,26,27,304
292,26,27,303
294,26,27,222
295,26,27,222
297,26,27,222
298,26,27,222
300,26,27,222
301,26,27,222
303,109,110,139
304,109,110,139
306,109,110,139
307,109,110,139
309,109,110,139
310,109,110,139
312,109,110,139
313,109,110,139
322,27,219,30
323,27,219,30
324,27,219,30
325,27,219,30
